file,sheet,column,header_rows_1_to_8,numeric_cells,first_numeric_row,first_numeric_value,last_numeric_row,last_numeric_value,disposition
2020-2026-population-age-by-area.xls,01.01.2023 (women),V,r8:90+,100,10,10640,138,166,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),C,r7:Population size - total,100,10,5527209,138,44474,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,306910,138,2706,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),E,r8:5-9,100,10,392014,138,3666,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),F,r8:10-14,100,10,450964,138,3577,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),G,r8:15-19,100,10,391547,138,3112,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),H,r8:20-24,100,10,336712,138,2655,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),I,r8:25-29,100,10,389816,138,3339,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),J,r8:30-34,100,10,508250,138,4003,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),K,r8:35-39,100,10,496029,138,3670,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),L,r8:40-44,100,10,430897,138,2996,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),M,r8:45-49,100,10,335731,138,2657,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),N,r8:50-54,100,10,319187,138,2532,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),O,r8:55-59,100,10,320968,138,2583,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),P,r8:60-64,100,10,328593,138,2707,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),Q,r8:65-69,100,10,237358,138,2074,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),R,r8:70-74,100,10,150815,138,1162,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),S,r8:75-79,100,10,60269,138,473,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),T,r8:80-84,100,10,39745,138,290,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),U,r8:85-89,100,10,22535,138,194,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (urban areas),V,r8:90+,100,10,8869,138,78,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),C,r7:Population size - total,82,10,4599936,138,94088,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,82,10,328813,138,7271,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),E,r8:5-9,82,10,346027,138,7214,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),F,r8:10-14,82,10,392192,138,7859,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),G,r8:15-19,82,10,337657,138,6663,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),H,r8:20-24,82,10,303471,138,5689,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),I,r8:25-29,82,10,370025,138,7600,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),J,r8:30-34,82,10,422371,138,8727,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),K,r8:35-39,82,10,377742,138,7948,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),L,r8:40-44,82,10,311654,138,6523,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),M,r8:45-49,82,10,267477,138,5265,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),N,r8:50-54,82,10,270733,138,5211,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),O,r8:55-59,82,10,279688,138,5623,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),P,r8:60-64,82,10,252176,138,5270,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),Q,r8:65-69,82,10,159349,138,3644,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),R,r8:70-74,82,10,84325,138,1843,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),S,r8:75-79,82,10,35225,138,635,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),T,r8:80-84,82,10,29420,138,481,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),U,r8:85-89,82,10,22802,138,456,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (rural areas),V,r8:90+,82,10,8789,138,166,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),C,r7:Population size - total,100,10,10180770,138,139550,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,608761,138,9542,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),E,r8:5-9,100,10,709029,138,10627,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),F,r8:10-14,100,10,843222,138,11600,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),G,r8:15-19,100,10,762211,138,10358,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),H,r8:20-24,100,10,637443,138,8248,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),I,r8:25-29,100,10,721125,138,10176,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),J,r8:30-34,100,10,912775,138,12763,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),K,r8:35-39,100,10,899138,138,11948,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),L,r8:40-44,100,10,769092,138,9916,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),M,r8:45-49,100,10,625393,138,8160,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),N,r8:50-54,100,10,579196,138,7525,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),O,r8:55-59,100,10,597380,138,8138,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),P,r8:60-64,100,10,585792,138,8153,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),Q,r8:65-69,100,10,429440,138,6163,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),R,r8:70-74,100,10,258545,138,3306,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),S,r8:75-79,100,10,115358,138,1386,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),T,r8:80-84,100,10,60180,138,625,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),U,r8:85-89,100,10,47267,138,657,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (Total population),V,r8:90+,100,10,19423,138,259,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),C,r7:Population size - total,100,10,5067206,138,69565,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,323646,138,5189,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),E,r8:5-9,100,10,376455,138,5746,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),F,r8:10-14,100,10,450161,138,6180,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),G,r8:15-19,100,10,407322,138,5449,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),H,r8:20-24,100,10,336235,138,4338,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),I,r8:25-29,100,10,358345,138,5074,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),J,r8:30-34,100,10,441034,138,6123,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),K,r8:35-39,100,10,440137,138,5912,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),L,r8:40-44,100,10,382914,138,4940,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),M,r8:45-49,100,10,311133,138,4035,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),N,r8:50-54,100,10,280696,138,3690,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),O,r8:55-59,100,10,279652,138,3810,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),P,r8:60-64,100,10,271548,138,3813,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),Q,r8:65-69,100,10,192654,138,2768,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),R,r8:70-74,100,10,115123,138,1394,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),S,r8:75-79,100,10,48921,138,565,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),T,r8:80-84,100,10,24568,138,206,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),U,r8:85-89,100,10,18719,138,230,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (men),V,r8:90+,100,10,7943,138,103,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),C,r7:Population size - total,100,10,5113564,138,69985,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,285115,138,4353,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),E,r8:5-9,100,10,332574,138,4881,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),F,r8:10-14,100,10,393061,138,5420,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),G,r8:15-19,100,10,354889,138,4909,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),H,r8:20-24,100,10,301208,138,3910,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),I,r8:25-29,100,10,362780,138,5102,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),J,r8:30-34,100,10,471741,138,6640,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),K,r8:35-39,100,10,459001,138,6036,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),L,r8:40-44,100,10,386178,138,4976,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),M,r8:45-49,100,10,314260,138,4125,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),N,r8:50-54,100,10,298500,138,3835,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),O,r8:55-59,100,10,317728,138,4328,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),P,r8:60-64,100,10,314244,138,4340,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),Q,r8:65-69,100,10,236786,138,3395,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),R,r8:70-74,100,10,143422,138,1912,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),S,r8:75-79,100,10,66437,138,821,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),T,r8:80-84,100,10,35612,138,419,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),U,r8:85-89,100,10,28548,138,427,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (women),V,r8:90+,100,10,11480,138,156,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),C,r7:Population size - total,100,10,5547762,138,44590,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,293741,138,2559,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),E,r8:5-9,100,10,369769,138,3462,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),F,r8:10-14,100,10,448682,138,3690,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),G,r8:15-19,100,10,411295,138,3216,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),H,r8:20-24,100,10,335132,138,2647,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),I,r8:25-29,100,10,370613,138,3128,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),J,r8:30-34,100,10,491094,138,3938,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),K,r8:35-39,100,10,508434,138,3822,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),L,r8:40-44,100,10,445333,138,3126,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),M,r8:45-49,100,10,352516,138,2692,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),N,r8:50-54,100,10,314209,138,2494,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),O,r8:55-59,100,10,317503,138,2511,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),P,r8:60-64,100,10,329171,138,2721,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),Q,r8:65-69,100,10,251776,138,2234,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),R,r8:70-74,100,10,164781,138,1237,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),S,r8:75-79,100,10,73618,138,602,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),T,r8:80-84,100,10,35661,138,220,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),U,r8:85-89,100,10,24518,138,219,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (urban areas),V,r8:90+,100,10,9916,138,72,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),C,r7:Population size - total,82,10,4633008,138,94960,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,82,10,315020,138,6983,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),E,r8:5-9,82,10,339260,138,7165,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),F,r8:10-14,82,10,394540,138,7910,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),G,r8:15-19,82,10,350916,138,7142,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),H,r8:20-24,82,10,302311,138,5601,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),I,r8:25-29,82,10,350512,138,7048,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),J,r8:30-34,82,10,421681,138,8825,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),K,r8:35-39,82,10,390704,138,8126,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),L,r8:40-44,82,10,323759,138,6790,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),M,r8:45-49,82,10,272877,138,5468,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),N,r8:50-54,82,10,264987,138,5031,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),O,r8:55-59,82,10,279877,138,5627,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),P,r8:60-64,82,10,256621,138,5432,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),Q,r8:65-69,82,10,177664,138,3929,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),R,r8:70-74,82,10,93764,138,2069,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),S,r8:75-79,82,10,41740,138,784,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),T,r8:80-84,82,10,24519,138,405,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),U,r8:85-89,82,10,22749,138,438,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2024 (rural areas),V,r8:90+,82,10,9507,138,187,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),C,r7:Population size - total,101,10,10224889,138,140284,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,101,10,570076,138,8997,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),E,r8:5-9,101,10,685825,138,10301,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),F,r8:10-14,101,10,824762,138,11645,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),G,r8:15-19,101,10,797690,138,10859,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),H,r8:20-24,101,10,649253,138,8448,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),I,r8:25-29,101,10,689171,138,9486,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),J,r8:30-34,101,10,876094,138,12424,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),K,r8:35-39,101,10,923643,138,12323,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),L,r8:40-44,101,10,788048,138,10219,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),M,r8:45-49,101,10,658311,138,8604,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),N,r8:50-54,101,10,567506,138,7329,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),O,r8:55-59,101,10,598055,138,8100,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),P,r8:60-64,101,10,584160,138,8032,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),Q,r8:65-69,101,10,470379,138,6673,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),R,r8:70-74,101,10,274650,138,3684,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),S,r8:75-79,101,10,142994,138,1708,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),T,r8:80-84,101,10,52092,138,526,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),U,r8:85-89,101,10,50756,138,620,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (Total population),V,r8:90+,101,10,21424,138,306,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),C,r7:Population size - total,101,10,5089378,138,69931,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,101,10,302859,138,4868,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),E,r8:5-9,101,10,364197,138,5574,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),F,r8:10-14,101,10,439750,138,6225,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),G,r8:15-19,101,10,426014,138,5744,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),H,r8:20-24,101,10,345555,138,4444,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),I,r8:25-29,101,10,346302,138,4771,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),J,r8:30-34,101,10,423431,138,5997,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),K,r8:35-39,101,10,450703,138,6072,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),L,r8:40-44,101,10,390320,138,5034,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),M,r8:45-49,101,10,328702,138,4337,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),N,r8:50-54,101,10,275316,138,3518,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),O,r8:55-59,101,10,281473,138,3823,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),P,r8:60-64,101,10,269353,138,3762,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),Q,r8:65-69,101,10,212194,138,2991,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),R,r8:70-74,101,10,120983,138,1564,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),S,r8:75-79,101,10,61569,138,692,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),T,r8:80-84,101,10,21162,138,165,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),U,r8:85-89,101,10,20470,138,224,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (men),V,r8:90+,101,10,9025,138,126,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),C,r7:Population size - total,101,10,5135511,138,70353,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,101,10,267217,138,4129,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),E,r8:5-9,101,10,321628,138,4727,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),F,r8:10-14,101,10,385012,138,5420,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),G,r8:15-19,101,10,371676,138,5115,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),H,r8:20-24,101,10,303698,138,4004,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),I,r8:25-29,101,10,342869,138,4715,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),J,r8:30-34,101,10,452663,138,6427,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),K,r8:35-39,101,10,472940,138,6251,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),L,r8:40-44,101,10,397728,138,5185,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),M,r8:45-49,101,10,329609,138,4267,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),N,r8:50-54,101,10,292190,138,3811,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),O,r8:55-59,101,10,316582,138,4277,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),P,r8:60-64,101,10,314807,138,4270,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),Q,r8:65-69,101,10,258185,138,3682,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),R,r8:70-74,101,10,153667,138,2120,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),S,r8:75-79,101,10,81425,138,1016,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2025 (women),T,r8:80-84,101,10,30930,138,361,not_adopted_pending_row_and_geography_audit
